  icase ,T_1,     T_2,     T_3,     Eff_1,   Eff_2,   W_comp_1,W_exp_1, W_exp_2, W_exp_3, W_exp_4, dtMin_1, dtMin_2, dtMin_3, dtMin_4, dtMin_5, dtMin_6, dtMin_7, dtMin_8, dtMin_9, dtMin_10,dtMin_11,dtAve_1, dtAve_2, dtAve_3, dtAve_4, dtAve_5, dtAve_6, dtAve_7, dtAve_8, dtAve_9, dtAve_10,dtAve_11,     SEC,
   209,           27.000000,           97.500000,          187.500000,            0.775000,            0.750000,         7953.294915,         -228.614824,         -109.981276,         -227.363809,          -12.703836,           14.900915,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.780932,           15.212870,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.398230,
   210,           27.000000,           97.500000,          187.500000,            0.775000,            0.800000,         7864.761130,         -224.142987,         -109.981276,         -227.363809,          -12.703836,           14.860148,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.761470,           15.274505,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.994732,
   211,           27.000000,           97.500000,          187.500000,            0.800000,            0.600000,         8085.013296,         -248.441257,         -109.981276,         -227.363809,          -12.703836,           15.089182,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.871129,           14.848727,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.935311,
   212,           27.000000,           97.500000,          187.500000,            0.800000,            0.650000,         7931.206576,         -240.421893,         -109.981276,         -227.363809,          -12.703836,           15.004262,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.830265,           15.028780,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.235532,
   213,           27.000000,           97.500000,          187.500000,            0.800000,            0.700000,         7807.062290,         -233.949084,         -109.981276,         -227.363809,          -12.703836,           14.967073,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.812855,           15.071051,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.670709,
   214,           27.000000,           97.500000,          187.500000,            0.800000,            0.750000,         7704.754449,         -228.614824,         -109.981276,         -227.363809,          -12.703836,           14.900915,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.780932,           15.212870,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.205236,
   215,           27.000000,           97.500000,          187.500000,            0.800000,            0.800000,         7618.987344,         -224.142987,         -109.981276,         -227.363809,          -12.703836,           14.860148,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.761470,           15.274505,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.815018,
   216,           27.000000,           97.500000,          187.500000,            0.825000,            0.600000,         7840.012893,         -248.441257,         -109.981276,         -227.363809,          -12.703836,           15.089182,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.871129,           14.848727,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.759309,
   217,           27.000000,           97.500000,          187.500000,            0.825000,            0.650000,         7690.866983,         -240.421893,         -109.981276,         -227.363809,          -12.703836,           15.004262,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.830265,           15.028780,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.081902,
   218,           27.000000,           97.500000,          187.500000,            0.825000,            0.700000,         7570.484645,         -233.949084,         -109.981276,         -227.363809,          -12.703836,           14.967073,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.812855,           15.071051,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.535136,
   219,           27.000000,           97.500000,          187.500000,            0.825000,            0.750000,         7471.277042,         -228.614824,         -109.981276,         -227.363809,          -12.703836,           14.900915,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.780932,           15.212870,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.084544,
   220,           27.000000,           97.500000,          187.500000,            0.825000,            0.800000,         7388.108940,         -224.142987,         -109.981276,         -227.363809,          -12.703836,           14.860148,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.761470,           15.274505,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.706802,
   221,           27.000000,           97.500000,          187.500000,            0.850000,            0.600000,         7609.424279,         -248.441257,         -109.981276,         -227.363809,          -12.703836,           15.089182,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.871129,           14.848727,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.652484,
   222,           27.000000,           97.500000,          187.500000,            0.850000,            0.650000,         7464.665013,         -240.421893,         -109.981276,         -227.363809,          -12.703836,           15.004262,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.830265,           15.028780,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.996132,
   223,           27.000000,           97.500000,          187.500000,            0.850000,            0.700000,         7347.823332,         -233.949084,         -109.981276,         -227.363809,          -12.703836,           14.967073,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.812855,           15.071051,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.466362,
   224,           27.000000,           97.500000,          187.500000,            0.850000,            0.750000,         7251.533599,         -228.614824,         -109.981276,         -227.363809,          -12.703836,           14.900915,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.780932,           15.212870,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.029776,
   225,           27.000000,           97.500000,          187.500000,            0.850000,            0.800000,         7170.811618,         -224.142987,         -109.981276,         -227.363809,          -12.703836,           14.860148,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           16.761470,           15.274505,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           31.663775,
   226,           27.000000,           97.500000,          190.000000,            0.750000,            0.600000,         8241.458226,         -175.068060,         -109.981276,         -227.363809,          -12.703836,           12.379118,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.270479,           13.623411,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.038438,
   227,           27.000000,           97.500000,          190.000000,            0.750000,            0.650000,         8130.409166,         -170.385932,         -109.981276,         -227.363809,          -12.703836,           12.329358,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.246724,           13.797063,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.527877,
   228,           27.000000,           97.500000,          190.000000,            0.750000,            0.700000,         8039.845844,         -166.567514,         -109.981276,         -227.363809,          -12.703836,           12.307310,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.236553,           13.852158,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.111501,
   229,           27.000000,           97.500000,          190.000000,            0.750000,            0.750000,         7964.578518,         -163.394031,         -109.981276,         -227.363809,          -12.703836,           12.252433,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.209998,           13.974280,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.765451,
   230,           27.000000,           97.500000,          190.000000,            0.750000,            0.800000,         7901.033710,         -160.714803,         -109.981276,         -227.363809,          -12.703836,           12.242000,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.205378,           14.040812,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.473296,
   231,           27.000000,           97.500000,          190.000000,            0.775000,            0.600000,         7975.604735,         -175.068060,         -109.981276,         -227.363809,          -12.703836,           12.379118,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.270479,           13.623411,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.762341,
   232,           27.000000,           97.500000,          190.000000,            0.775000,            0.650000,         7868.137903,         -170.385932,         -109.981276,         -227.363809,          -12.703836,           12.329358,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.246724,           13.797063,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.268975,
   233,           27.000000,           97.500000,          190.000000,            0.775000,            0.700000,         7780.495978,         -166.567514,         -109.981276,         -227.363809,          -12.703836,           12.307310,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.236553,           13.852158,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.866622,
   234,           27.000000,           97.500000,          190.000000,            0.775000,            0.750000,         7707.656631,         -163.394031,         -109.981276,         -227.363809,          -12.703836,           12.252433,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.209998,           13.974280,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.532226,
   235,           27.000000,           97.500000,          190.000000,            0.775000,            0.800000,         7646.161655,         -160.714803,         -109.981276,         -227.363809,          -12.703836,           12.242000,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.205378,           14.040812,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.249910,
   236,           27.000000,           97.500000,          190.000000,            0.800000,            0.600000,         7726.367087,         -175.068060,         -109.981276,         -227.363809,          -12.703836,           12.379118,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.270479,           13.623411,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.566001,
   237,           27.000000,           97.500000,          190.000000,            0.800000,            0.650000,         7622.258593,         -170.385932,         -109.981276,         -227.363809,          -12.703836,           12.329358,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.246724,           13.797063,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.088754,
   238,           27.000000,           97.500000,          190.000000,            0.800000,            0.700000,         7537.355479,         -166.567514,         -109.981276,         -227.363809,          -12.703836,           12.307310,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.236553,           13.852158,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.699548,
   239,           27.000000,           97.500000,          190.000000,            0.800000,            0.750000,         7466.792361,         -163.394031,         -109.981276,         -227.363809,          -12.703836,           12.252433,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.209998,           13.974280,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.376077,
   240,           27.000000,           97.500000,          190.000000,            0.800000,            0.800000,         7407.219103,         -160.714803,         -109.981276,         -227.363809,          -12.703836,           12.242000,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.205378,           14.040812,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.102986,
   241,           27.000000,           97.500000,          190.000000,            0.825000,            0.600000,         7492.234751,         -175.068060,         -109.981276,         -227.363809,          -12.703836,           12.379118,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.270479,           13.623411,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.442166,
   242,           27.000000,           97.500000,          190.000000,            0.825000,            0.650000,         7391.281060,         -170.385932,         -109.981276,         -227.363809,          -12.703836,           12.329358,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.246724,           13.797063,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.980062,
   243,           27.000000,           97.500000,          190.000000,            0.825000,            0.700000,         7308.950768,         -166.567514,         -109.981276,         -227.363809,          -12.703836,           12.307310,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.236553,           13.852158,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.603205,
   244,           27.000000,           97.500000,          190.000000,            0.825000,            0.750000,         7240.525926,         -163.394031,         -109.981276,         -227.363809,          -12.703836,           12.252433,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.209998,           13.974280,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.289998,
   245,           27.000000,           97.500000,          190.000000,            0.825000,            0.800000,         7182.757918,         -160.714803,         -109.981276,         -227.363809,          -12.703836,           12.242000,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.205378,           14.040812,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.025572,
   246,           27.000000,           97.500000,          190.000000,            0.850000,            0.600000,         7271.874905,         -175.068060,         -109.981276,         -227.363809,          -12.703836,           12.379118,            6.916810,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.270479,           13.623411,           12.123198,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           32.384438,
   247,           27.000000,           97.500000,          190.000000,            0.850000,            0.650000,         7173.890441,         -170.385932,         -109.981276,         -227.363809,          -12.703836,           12.329358,           11.393659,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.246724,           13.797063,           12.222088,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           31.936587,
   248,           27.000000,           97.500000,          190.000000,            0.850000,            0.700000,         7093.981627,         -166.567514,         -109.981276,         -227.363809,          -12.703836,           12.307310,           11.401740,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.236553,           13.852158,           12.365592,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           31.571353,
   249,           27.000000,           97.500000,          190.000000,            0.850000,            0.750000,         7027.569281,         -163.394031,         -109.981276,         -227.363809,          -12.703836,           12.252433,           11.410630,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.209998,           13.974280,           12.554676,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           31.267807,
   250,           27.000000,           97.500000,          190.000000,            0.850000,            0.800000,         6971.500333,         -160.714803,         -109.981276,         -227.363809,          -12.703836,           12.242000,           11.420426,            7.292522,            7.500000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           14.205378,           14.040812,           12.822303,            9.929909,           11.565929,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           31.011536,
   251,           27.000000,          100.000000,          180.000000,            0.750000,            0.600000,         9704.844928,         -564.199012,          -47.615448,         -227.363809,          -12.703836,           23.051468,            6.916810,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.591836,           17.233906,            9.543469,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           42.494222,
   252,           27.000000,          100.000000,          180.000000,            0.750000,            0.650000,         9277.757268,         -534.402016,          -47.615448,         -227.363809,          -12.703836,           22.898916,            8.702205,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.518761,           17.335758,            9.662988,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.587227,
   253,           27.000000,          100.000000,          180.000000,            0.750000,            0.700000,         8946.032217,         -511.258264,          -47.615448,         -227.363809,          -12.703836,           22.783428,            8.710804,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.463654,           17.632021,            9.814681,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.106036,
   254,           27.000000,          100.000000,          180.000000,            0.750000,            0.750000,         8680.937858,         -492.763199,          -47.615448,         -227.363809,          -12.703836,           22.684716,            8.720274,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.416547,           17.684484,           10.029985,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.922360,
   255,           27.000000,          100.000000,          180.000000,            0.750000,            0.800000,         8464.231050,         -477.644028,          -47.615448,         -227.363809,          -12.703836,           22.617293,            8.730723,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.384698,           17.667173,           10.361824,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.954739,
   256,           27.000000,          100.000000,          180.000000,            0.775000,            0.600000,         9391.785414,         -564.199012,          -47.615448,         -227.363809,          -12.703836,           23.051468,            6.916810,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.591836,           17.233906,            9.543469,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           40.991536,
   257,           27.000000,          100.000000,          180.000000,            0.775000,            0.650000,         8978.474776,         -534.402016,          -47.615448,         -227.363809,          -12.703836,           22.898916,            8.702205,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.518761,           17.335758,            9.662988,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.150671,
   258,           27.000000,          100.000000,          180.000000,            0.775000,            0.700000,         8657.450533,         -511.258264,          -47.615448,         -227.363809,          -12.703836,           22.783428,            8.710804,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.463654,           17.632021,            9.814681,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.720844,
   259,           27.000000,          100.000000,          180.000000,            0.775000,            0.750000,         8400.907605,         -492.763199,          -47.615448,         -227.363809,          -12.703836,           22.684716,            8.720274,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.416547,           17.684484,           10.029985,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.578215,
   260,           27.000000,          100.000000,          180.000000,            0.775000,            0.800000,         8191.191339,         -477.644028,          -47.615448,         -227.363809,          -12.703836,           22.617293,            8.730723,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.384698,           17.667173,           10.361824,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.644148,
   261,           27.000000,          100.000000,          180.000000,            0.800000,            0.600000,         9098.292120,         -564.199012,          -47.615448,         -227.363809,          -12.703836,           23.051468,            6.916810,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.591836,           17.233906,            9.543469,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           39.582768,
   262,           27.000000,          100.000000,          180.000000,            0.800000,            0.650000,         8697.897439,         -534.402016,          -47.615448,         -227.363809,          -12.703836,           22.898916,            8.702205,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.518761,           17.335758,            9.662988,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.803899,
   263,           27.000000,          100.000000,          180.000000,            0.800000,            0.700000,         8386.905203,         -511.258264,          -47.615448,         -227.363809,          -12.703836,           22.783428,            8.710804,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.463654,           17.632021,            9.814681,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.422227,
   264,           27.000000,          100.000000,          180.000000,            0.800000,            0.750000,         8138.379242,         -492.763199,          -47.615448,         -227.363809,          -12.703836,           22.684716,            8.720274,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.416547,           17.684484,           10.029985,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.318078,
   265,           27.000000,          100.000000,          180.000000,            0.800000,            0.800000,         7935.216609,         -477.644028,          -47.615448,         -227.363809,          -12.703836,           22.617293,            8.730723,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.384698,           17.667173,           10.361824,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.415470,
   266,           27.000000,          100.000000,          180.000000,            0.825000,            0.600000,         8822.586298,         -564.199012,          -47.615448,         -227.363809,          -12.703836,           23.051468,            6.916810,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.591836,           17.233906,            9.543469,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           38.259380,
   267,           27.000000,          100.000000,          180.000000,            0.825000,            0.650000,         8434.324789,         -534.402016,          -47.615448,         -227.363809,          -12.703836,           22.898916,            8.702205,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.518761,           17.335758,            9.662988,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           36.538751,
   268,           27.000000,          100.000000,          180.000000,            0.825000,            0.700000,         8132.756561,         -511.258264,          -47.615448,         -227.363809,          -12.703836,           22.783428,            8.710804,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.463654,           17.632021,            9.814681,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.202313,
   269,           27.000000,          100.000000,          180.000000,            0.825000,            0.750000,         7891.761689,         -492.763199,          -47.615448,         -227.363809,          -12.703836,           22.684716,            8.720274,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.416547,           17.684484,           10.029985,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.134314,
   270,           27.000000,          100.000000,          180.000000,            0.825000,            0.800000,         7694.755500,         -477.644028,          -47.615448,         -227.363809,          -12.703836,           22.617293,            8.730723,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.384698,           17.667173,           10.361824,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           33.261256,
   271,           27.000000,          100.000000,          180.000000,            0.850000,            0.600000,         8563.098466,         -564.199012,          -47.615448,         -227.363809,          -12.703836,           23.051468,            6.916810,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.591836,           17.233906,            9.543469,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           37.013839,
   272,           27.000000,          100.000000,          180.000000,            0.850000,            0.650000,         8186.256413,         -534.402016,          -47.615448,         -227.363809,          -12.703836,           22.898916,            8.702205,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.518761,           17.335758,            9.662988,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           35.348022,
   273,           27.000000,          100.000000,          180.000000,            0.850000,            0.700000,         7893.557839,         -511.258264,          -47.615448,         -227.363809,          -12.703836,           22.783428,            8.710804,            4.772623,            5.000000,            3.570878,           10.275743,           15.261252,            1.684033,            6.000000,            6.696779,            1.592244,           24.463654,           17.632021,            9.814681,            7.457067,           10.323397,           11.096378,           21.729092,            8.917906,            6.950235,            8.945352,            4.996436,           34.054159,
